title,avg_reviews,complete_link,publisher
Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),4.5,https://www.amazon.com/Pandas-Everyone-Analysis-Addison-Wesley-Analytics-ebook/dp/B0789WKTKJ/ref=sr_1_261?keywords=data+analysis&qid=1671164689&sr=8-261,"Addison-Wesley Professional; 1st edition (December 15, 2017)"
"Introduction to Algorithms, 3rd Edition (The MIT Press)",4.6,https://www.amazon.com/Introduction-Algorithms-3rd-MIT-Press/dp/0262033844/ref=sr_1_254?keywords=data+analysis&qid=1671164689&sr=8-254,"The MIT Press; 3rd edition (July 31, 2009)"
Data Analysis with Microsoft Power BI,3.8,https://www.amazon.com/Data-Analysis-Microsoft-Power-BI/dp/126045861X/ref=sr_1_252?keywords=data+analysis&qid=1671164689&sr=8-252,"McGraw Hill; 1st edition (December 27, 2019)"
Escape from Model Land: How Mathematical Models Can Lead Us Astray and What We Can Do About It,5.0,https://www.amazon.com/Escape-Model-Land-Mathematical-Models/dp/1541600983/ref=sr_1_251?keywords=data+analysis&qid=1671164689&sr=8-251,"Basic Books (December 6, 2022)"
"Mastering pandas: A complete guide to pandas, from installation to advanced data analysis techniques, 2nd Edition",4.4,https://www.amazon.com/Mastering-pandas-complete-installation-techniques-ebook/dp/B07WFM4JXZ/ref=sr_1_249?keywords=data+analysis&qid=1671164689&sr=8-249,"Packt Publishing; 2nd edition (October 25, 2019)"
Excel Tips & Tricks (Quick Study Computer),4.5,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A1025040YBHXJRWVFDRF&qualifier=1671164689&id=5996455913560366&widgetName=sp_mtf&url=%2FExcel-Tricks-Quick-Study-Computer%2Fdp%2F1423205421%2Fref%3Dsr_1_259_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-259-spons%26psc%3D1,"QuickStudy; Lam Crds edition (November 18, 2008)"
Data Engineering with Alteryx: Helping data engineers apply DataOps practices with Alteryx,4.3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0096081PXTHZBHIWC9P&qualifier=1671164689&id=5996455913560366&widgetName=sp_mtf&url=%2FData-Engineering-Alteryx-engineers-practices%2Fdp%2F1803236485%2Fref%3Dsr_1_260_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-260-spons%26psc%3D1,"Packt Publishing (June 30, 2022)"
Expert Data Modeling with Power BI: Get the best out of Power BI by building optimized data models for reporting and business needs,4.8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00786931FB4QBEXN0BHD&qualifier=1671164689&id=5996455913560366&widgetName=sp_mtf&url=%2FExpert-Data-Modeling-Power-optimized%2Fdp%2F1800205694%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-257-spons%26psc%3D1,"Packt Publishing (June 11, 2021)"
"The Esri Guide to GIS Analysis, Volume 1: Geographic Patterns and Relationships (The Esri Guide to GIS Analysis, 1)",4.6,https://www.amazon.com/Esri-Guide-GIS-Analysis-Relationships/dp/1589485793/ref=sr_1_248?keywords=data+analysis&qid=1671164689&sr=8-248,"Esri Press; Second edition (May 26, 2020)"
Data Visualization: A Practical Introduction,4.6,https://www.amazon.com/Data-Visualization-Introduction-Kieran-Healy/dp/0691181624/ref=sr_1_246?keywords=data+analysis&qid=1671164689&sr=8-246,"Princeton University Press; 1st edition (December 18, 2018)"
"Applied Spatial Data Analysis with R (Use R!, 10)",4.5,https://www.amazon.com/Applied-Spatial-Data-Analysis-Use/dp/1461476178/ref=sr_1_245?keywords=data+analysis&qid=1671164689&sr=8-245,"Springer; 2nd ed. 2013 edition (June 21, 2013)"
Bayesian Data Analysis for the Behavioral and Neural Sciences,4.0,https://www.amazon.com/Bayesian-Analysis-Behavioral-Neural-Sciences/dp/1108812902/ref=sr_1_218?keywords=data+analysis&qid=1671164678&sr=8-218,"Cambridge University Press (August 26, 2021)"
Root Cause Analysis,3.9,https://www.amazon.com/Root-Cause-Analysis-Step-Step/dp/148225879X/ref=sr_1_220?keywords=data+analysis&qid=1671164678&sr=8-220,"Routledge; 1st edition (January 19, 2015)"
"The Analysis of Biological Data, Second Edition",4.5,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/1936221489/ref=sr_1_219?keywords=data+analysis&qid=1671164678&sr=8-219,"Roberts and Company Publishers; 2nd edition (June 2, 2014)"
"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition",4.2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-244-spons%26psc%3D1,"Packt Publishing (September 27, 2019)"
Python Programming for Beginners: The #1 Python Programming Crash Course to Learn Python Coding Well and Fast (with Hands-On Exercises),4.7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0040754152WIMHGYMZ08&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FPython-Programming-Beginners-Hands-Exercises%2Fdp%2FB0BL2PHJJ9%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-242-spons%26psc%3D1,"Independently published (October 31, 2022)"
Qualitative Data Analysis: An Introduction,4.5,https://www.amazon.com/Qualitative-Data-Analysis-Carol-Grbich/dp/1446202976/ref=sr_1_213?keywords=data+analysis&qid=1671164678&sr=8-213,"SAGE Publications Ltd; Second edition (December 6, 2012)"
Microsoft Excel Data Analysis and Business Modeling (Business Skills),4.5,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_214?keywords=data+analysis&qid=1671164678&sr=8-214,"Microsoft Press; 5th edition (December 9, 2016)"
"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures",5.0,https://www.amazon.com/Data-Revolution-Critical-Analysis-Infrastructures/dp/1529733758/ref=sr_1_206?keywords=data+analysis&qid=1671164678&sr=8-206,"SAGE Publications Ltd; Second edition (May 31, 2022)"
Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools,4.6,https://www.amazon.com/Bioinformatics-Data-Skills-Reproducible-Research/dp/1449367372/ref=sr_1_207?keywords=data+analysis&qid=1671164678&sr=8-207,"O'Reilly Media; 1st edition (August 18, 2015)"
Big Data Analysis with Python: Combine Spark and Python to unlock the powers of parallel computing and machine learning,3.7,https://www.amazon.com/Big-Data-Analysis-Python-computing-ebook/dp/B07KX3W4K5/ref=sr_1_204?keywords=data+analysis&qid=1671164678&sr=8-204,"Packt Publishing; 1st edition (April 10, 2019)"
Be Data Literate: The Data Literacy Skills Everyone Needs To Succeed,4.3,https://www.amazon.com/Be-Data-Literate-Literacy-Everyone/dp/1789668018/ref=sr_1_205?keywords=data+analysis&qid=1671164678&sr=8-205,"Kogan Page; 1st edition (March 30, 2021)"
Microsoft Office 365 for Beginners 2023: [10 in 1] The All-in-One Guide to Mastering the Whole Suite from Excel to Access | Take Full Advantage of Their Potential Even as a Non-Tech-Savvy,4.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0719528PFLJV7H2V50L&qualifier=1671164678&id=4917183037504927&widgetName=sp_mtf&url=%2FMicrosoft-Office-Beginners-2023-All%2Fdp%2FB0BJYSWMLH%2Fref%3Dsr_1_212_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-212-spons%26psc%3D1,"Independently published (October 23, 2022)"
Bayesian Artificial Intelligence (Chapman & Hall/CRC Computer Science & Data Analysis Book 2),4.1,https://www.amazon.com/Bayesian-Artificial-Intelligence-Computer-Analysis-ebook/dp/B00I60M1EY/ref=sr_1_203?keywords=data+analysis&qid=1671164678&sr=8-203,"CRC Press; 2nd edition (December 16, 2010)"
Cloud Scale Analytics with Azure Data Services: Build modern data warehouses on Microsoft Azure,4.8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A06945471BO28BKEHF3MA&qualifier=1671164678&id=4917183037504927&widgetName=sp_mtf&url=%2FCloud-Scale-Analytics-Azure-Services%2Fdp%2F1800562934%2Fref%3Dsr_1_211_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-211-spons%26psc%3D1,"Packt Publishing (July 23, 2021)"
"Excel 2023: The Most Updated Bible to Master Microsoft Excel from Zero To Pro in Less than 5 Minutes A Day. Discover All the Formulas, Functions & Charts with Step-by-Step Tutorials, Tips & Tricks",4.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A082114614TMYA5YF6VYF&qualifier=1671164678&id=4917183037504927&widgetName=sp_mtf&url=%2FExcel-2023-Microsoft-Step-Step%2Fdp%2FB0BJN2X7LP%2Fref%3Dsr_1_210_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-210-spons%26psc%3D1,"Independently published (October 18, 2022)"
"PYTHON: Learn Coding Programs with Python Programming and Master Data Analysis & Analytics, Data Science and Machine Learning with the Complete Crash Course for Beginners - 5 Manuscripts in 1 Book",4.1,https://www.amazon.com/PYTHON-Programming-Analytics-Beginners-Manuscripts/dp/B09NT7WVT5/ref=sr_1_202?keywords=data+analysis&qid=1671164678&sr=8-202,"Independently published (December 24, 2021)"
Data Structures & Algorithm Analysis in C++,4.2,https://www.amazon.com/Data-Structures-Algorithm-Analysis-C/dp/013284737X/ref=sr_1_201?keywords=data+analysis&qid=1671164678&sr=8-201,"Pearson; 4th edition (June 13, 2013)"
"Introduction to Python in Earth Science Data Analysis: From Descriptive Statistics to Machine Learning (Springer Textbooks in Earth Sciences, Geography and Environment)",4.6,https://www.amazon.com/Introduction-to-Python-in-Earth-Science-Data-AnalysisFrom-Descriptive-Statistics-to-Machine-Learning-Springer-Textbooks-in-Earth-Sciences_-Geography-and-Environment/dp/3030780546/ref=sr_1_175?keywords=data+analysis&qid=1671164670&sr=8-175,"Springer; 1st ed. 2021 edition (September 17, 2021)"
"A Common-Sense Guide to Data Structures and Algorithms, Second Edition: Level Up Your Core Programming Skills",4.7,https://www.amazon.com/Common-Sense-Guide-Structures-Algorithms-Second/dp/1680507222/ref=sr_1_176?keywords=data+analysis&qid=1671164670&sr=8-176,"Pragmatic Bookshelf; 2nd edition (September 15, 2020)"
"The Dropout Multi-Millionaire: 37 Business Lessons on How to Succeed in Business With No Money, No Education and No Clue",4.6,https://www.amazon.com/Dropout-Multi-Millionaire-Business-Lessons-Education-ebook/dp/B093Y3BFCF/ref=sr_1_173?keywords=data+analysis&qid=1671164670&sr=8-173,"Bookmark Publishing House (April 30, 2021)"
System Design Interview: The Ultimate Guide to Master All the Fundamentals of System Design & to Get Ready for the Interview | Including More Than 30 Questions & Case Studies to Practice,4.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0694344Z9KQBTKO82M2&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FSystem-Design-Interview-Fundamentals-Including%2Fdp%2FB0BN277LPZ%2Fref%3Dsr_1_196_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-196-spons%26psc%3D1,"Independently published (November 30, 2022)"
Designing Cloud Data Platforms,4.6,https://www.amazon.com/Designing-Cloud-Platforms-Danil-Zburivsky/dp/1617296449/ref=sr_1_174?keywords=data+analysis&qid=1671164670&sr=8-174,"Manning (April 20, 2021)"
"Statistics, Data Analysis, and Decision Modeling",4.1,https://www.amazon.com/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_172?keywords=data+analysis&qid=1671164670&sr=8-172,"Pearson; 5th edition (January 18, 2012)"
Learn Microsoft PowerApps: Build customized business applications without writing any code,4.1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01103361KSR3FWA66Q66&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FLearn-Microsoft-PowerApps-customized-applications%2Fdp%2F1789805821%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-195-spons%26psc%3D1,"Packt Publishing (November 29, 2019)"
Excel 2022: The Ultimate all-in-one crash course for beginners to master Everything of Excel 2022. The Step-by-Step Advanced skills workbook on how to create & manipulate Power Excel Formulas & Grids,4.3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A098844439M3MXS8JX19T&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FExcel-2022-all-Step-Step%2Fdp%2FB09SNKVG7R%2Fref%3Dsr_1_194_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-194-spons%26psc%3D1,"Independently published (February 16, 2022)"
Humanities Data Analysis: Case Studies with Python,5.0,https://www.amazon.com/Humanities-Data-Analysis-Studies-Python/dp/0691172366/ref=sr_1_171?keywords=data+analysis&qid=1671164670&sr=8-171,"Princeton University Press (January 12, 2021)"
"Excel 2023: The Easiest Way to Master Microsoft Excel in 7 Days. 200 Clear Illustrations and 100+ Exercises in This Step-by-Step Guide Designed for Absolute Newbie. Discover Formula, Charts and More",5.0,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0783479144XJRNUB263J&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FExcel-2023-Illustrations-Step-Step%2Fdp%2FB0BKS8QXS4%2Fref%3Dsr_1_177_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-177-spons%26psc%3D1,"Independently published (October 28, 2022)"
Crime Analysis with Crime Mapping,4.6,https://www.amazon.com/Crime-Analysis-Mapping-Rachel-Santos/dp/1071831402/ref=sr_1_169?keywords=data+analysis&qid=1671164670&sr=8-169,"SAGE Publications, Inc; Fifth edition (February 22, 2022)"
Design and Analysis of Experiments with R (Chapman & Hall/CRC Texts in Statistical Science),4.5,https://www.amazon.com/Analysis-Experiments-Chapman-Statistical-Science/dp/1439868131/ref=sr_1_168?keywords=data+analysis&qid=1671164670&sr=8-168,"Chapman and Hall/CRC; 1st edition (December 17, 2014)"
Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),4.6,https://www.amazon.com/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_166?keywords=data+analysis&qid=1671164670&sr=8-166,"SAGE Publications Ltd; 1st edition (February 4, 2021)"
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,4.5,https://www.amazon.com/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_167?keywords=data+analysis&qid=1671164670&sr=8-167,"Oxford University Press; 1st edition (March 27, 2003)"
Python and R for the Modern Data Scientist: The Best of Both Worlds,4.0,https://www.amazon.com/Python-Modern-Data-Scientist-Worlds/dp/1492093408/ref=sr_1_157?keywords=data+analysis&qid=1671164670&sr=8-157,"O'Reilly Media; 1st edition (July 13, 2021)"
The Data Lakehouse Architecture,3.0,https://www.amazon.com/Data-Lakehouse-Architecture-Bill-Inmon/dp/1634622782/ref=sr_1_159?keywords=data+analysis&qid=1671164670&sr=8-159,"Technics Publications (November 7, 2022)"
Econometric Analysis of Panel Data (Springer Texts in Business and Economics),4.7,https://www.amazon.com/Econometric-Analysis-Springer-Business-Economics/dp/3030539520/ref=sr_1_158?keywords=data+analysis&qid=1671164670&sr=8-158,"Springer; 6th ed. 2021 edition (March 16, 2021)"
Artificial Intelligence in Finance: A Python-Based Guide,4.4,https://www.amazon.com/Artificial-Intelligence-Finance-Python-Based-Guide/dp/1492055433/ref=sr_1_156?keywords=data+analysis&qid=1671164670&sr=8-156,"O'Reilly Media; 1st edition (November 3, 2020)"
"Excel: The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples",4.4,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A02451963T6HQCDSP6FQN&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FExcel-Illustrative-Beginners-Fundamental-Real-Life%2Fdp%2FB0B1JZYHHX%2Fref%3Dsr_1_163_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-163-spons%26psc%3D1,"Independently published (May 23, 2022)"
Topological Data Analysis for Genomics and Evolution: Topology in Biology,4.6,https://www.amazon.com/Topological-Data-Analysis-Genomics-Evolution/dp/1107159547/ref=sr_1_154?keywords=data+analysis&qid=1671164670&sr=8-154,"Cambridge University Press; 1st edition (January 16, 2020)"
"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition",4.7,https://www.amazon.com/Mathletics-Gamblers-Managers-Mathematics-Sports/dp/0691177627/ref=sr_1_153?keywords=data+analysis&qid=1671164670&sr=8-153,"Princeton University Press; 2nd edition (February 22, 2022)"
Everything Data Analytics-A Beginner's Guide to Data Literacy: Understanding the Processes That Turn Data Into Insights (All Things Data),4.2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A043180434JG59ULMA54V&qualifier=1671164670&id=7576373399363255&widgetName=sp_mtf&url=%2FEverything-Analytics-Beginners-Guide-Literacy%2Fdp%2F1777967139%2Fref%3Dsr_1_161_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-161-spons%26psc%3D1,"Kenneth Michael Fornari (May 24, 2022)"
Data Analysis for Continuous School Improvement: For Continuous School Improvement,4.6,https://www.amazon.com/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_152?keywords=data+analysis&qid=1671164670&sr=8-152,"Routledge; 4th edition (August 8, 2017)"
An Introduction to Statistical Methods and Data Analysis,4.2,https://www.amazon.com/Introduction-Statistical-Methods-Data-Analysis/dp/1305269470/ref=sr_1_151?keywords=data+analysis&qid=1671164670&sr=8-151,"Cengage Learning; 7th edition (June 11, 2015)"
Excel Formulas (Quick Study Computer),4.6,https://www.amazon.com/Excel-Formulas-Quick-Study-Computer/dp/1423221699/ref=sr_1_127?keywords=data+analysis&qid=1671164661&sr=8-127,"QuickStudy; Lam Rfc Cr edition (December 31, 2013)"
Hands-On Healthcare Data: Taming the Complexity of Real-World Data,5.0,https://www.amazon.com/Hands-Healthcare-Data-Complexity-Real-World/dp/109811292X/ref=sr_1_125?keywords=data+analysis&qid=1671164661&sr=8-125,"O'Reilly Media; 1st edition (September 20, 2022)"
Qualitative Data Analysis with ATLAS.ti,4.7,https://www.amazon.com/Qualitative-Data-Analysis-with-ATLAS-ti/dp/1526458926/ref=sr_1_126?keywords=data+analysis&qid=1671164661&sr=8-126,"SAGE Publications Ltd; Third edition (April 22, 2019)"
Excel 2023: How to Become a Master of Microsoft Excel in Less Than 7 Minutes a Day with the Most Updated Guide (Step-By-Step Tutorial) + Bonus: The 10 Most Essential Formulas Requested by any Company,4.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A008379748G54NR9SPP7&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-2023-Microsoft-Step-Step%2Fdp%2FB0BHKLZBD5%2Fref%3Dsr_1_148_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-148-spons%26psc%3D1,"Independently published (October 12, 2022)"
Excel 2022: The Ultimate Guide for Beginners to Master Excel Functions and Formulas in Less than 5 Minutes with the Latest Step-by-Step Tutorials and Practical Examples. Includes Tips and Tricks,4.3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A00842702M5GU5N1JECEK&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-2022-Beginners-Step-Step%2Fdp%2FB0BHLCJG16%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-147-spons%26psc%3D1,"Independently published (October 10, 2022)"
"Excel: The Most Comprehensive Guide to Learn All Formulas and Functions in Just 1 WEEK with Step-by-Step Explanations, Practical Examples, & Picture Demonstrations.",4.9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A08933011P9T3DI1112WC&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-Comprehensive-Step-Step-Demonstrations%2Fdp%2FB0BNV6SQ3N%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-146-spons%26psc%3D1,"Independently published (December 3, 2022)"
Multivariate Data Analysis,4.4,https://www.amazon.com/Multivariate-Analysis-William-author-Anderson/dp/1473756545/ref=sr_1_124?keywords=data+analysis&qid=1671164661&sr=8-124,"Cengage Learning EMEA; 8th edition (May 22, 2018)"
"The Decision Maker's Handbook to Data Science: A Guide for Non-Technical Executives, Managers, and Founders",4.6,https://www.amazon.com/Decision-Makers-Handbook-Data-Science/dp/1484254937/ref=sr_1_121?keywords=data+analysis&qid=1671164661&sr=8-121,"Apress; 2nd ed. edition (November 27, 2019)"
"The Art of Statistical Thinking: Detect Misinformation, Understand the World Deeper, and Make Better Decisions. (Advanced Thinking Skills Book 3)",4.4,https://www.amazon.com/Art-Statistical-Thinking-Misinformation-Understand-ebook/dp/B0BJ7QGMBL/ref=sr_1_120?keywords=data+analysis&qid=1671164661&sr=8-120,"ARB Publications; 1st edition (October 13, 2022)"
The Analysis of Biological Data,4.3,https://www.amazon.com/Analysis-Biological-Data-Michael-Whitlock/dp/131922623X/ref=sr_1_123?keywords=data+analysis&qid=1671164661&sr=8-123,"W. H. Freeman; Third edition (January 6, 2020)"
Python for Data Science For Dummies,4.4,https://www.amazon.com/Python-Data-Science-Dummies-Computer/dp/1119547628/ref=sr_1_122?keywords=data+analysis&qid=1671164661&sr=8-122,"For Dummies; 2nd edition (February 27, 2019)"
Blueprints for Text Analytics Using Python: Machine Learning-Based Solutions for Common Real World (NLP) Applications,4.8,https://www.amazon.com/Blueprints-Text-Analytics-Using-Python/dp/149207408X/ref=sr_1_118?keywords=data+analysis&qid=1671164661&sr=8-118,"O'Reilly Media; 1st edition (December 29, 2020)"
Data Analysis in Qualitative Research: Theorizing with Abductive Analysis,4.4,https://www.amazon.com/Data-Analysis-Qualitative-Research-Theorizing/dp/0226817733/ref=sr_1_117?keywords=data+analysis&qid=1671164661&sr=8-117,"University of Chicago Press; First edition (June 6, 2022)"
"The Economics of Data, Analytics, and Digital Transformation: The theorems, laws, and empowerments to guide your organization’s digital transformation",4.2,https://www.amazon.com/Economics-Data-Analytics-Digital-Transformation-ebook/dp/B08M3XPCHW/ref=sr_1_111?keywords=data+analysis&qid=1671164661&sr=8-111,"Packt Publishing; 1st edition (November 30, 2020)"
The Data Governance Guidebook and Playbook: By a Practitioner for Practitioners,4.3,https://www.amazon.com/Data-Governance-Guidebook-Playbook-Practitioners/dp/1634629620/ref=sr_1_109?keywords=data+analysis&qid=1671164661&sr=8-109,"Technics Publications; First edition (October 10, 2021)"
Qualitative Data Analysis: Practical Strategies,4.5,https://www.amazon.com/Qualitative-Data-Analysis-Practical-Strategies/dp/1526404761/ref=sr_1_112?keywords=data+analysis&qid=1671164661&sr=8-112,"SAGE Publications Ltd; Second edition (December 15, 2020)"
Big Data in Practice: How 45 Successful Companies Used Big Data Analytics to Deliver Extraordinary Results,4.0,https://www.amazon.com/Big-Data-Practice-Successful-Extraordinary/dp/1119231388/ref=sr_1_108?keywords=data+analysis&qid=1671164661&sr=8-108,"Wiley; 1st edition (May 2, 2016)"
"Learning SQL: The Complete and Comprehensive Introduction to Creating, Managing and Analyzing Databases and Manipulating The Data Using SQL for Beginners",4.9,https://www.amazon.com/Learning-SQL-Comprehensive-Introduction-Manipulating/dp/B0BJY35191/ref=sr_1_107?keywords=data+analysis&qid=1671164661&sr=8-107,"Independently published (October 23, 2022)"
"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)",4.4,https://www.amazon.com/Data-Analytics-Absolute-Beginners-Deconstructed/dp/1081762462/ref=sr_1_106?keywords=data+analysis&qid=1671164661&sr=8-106,"Independently published (July 21, 2019)"
Learning R: A Step-by-Step Function Guide to Data Analysis,4.4,https://www.amazon.com/Learning-Step-Step-Function-Analysis/dp/1449357105/ref=sr_1_105?keywords=data+analysis&qid=1671164661&sr=8-105,"O'Reilly Media; 1st edition (October 22, 2013)"
"An Introduction to Data Analysis: Quantitative, Qualitative and Mixed Methods",4.6,https://www.amazon.com/Introduction-Data-Analysis-Quantitative-Qualitative/dp/144629515X/ref=sr_1_103?keywords=data+analysis&qid=1671164661&sr=8-103,"SAGE Publications Ltd; 1st edition (November 28, 2018)"
Data Mesh: Delivering Data-Driven Value at Scale,4.5,https://www.amazon.com/Data-Mesh-Delivering-Data-Driven-Value/dp/1492092398/ref=sr_1_102?keywords=data+analysis&qid=1671164661&sr=8-102,"O'Reilly Media; 1st edition (April 12, 2022)"
Quantitative Portfolio Management: The Art and Science of Statistical Arbitrage,4.1,https://www.amazon.com/Quantitative-Portfolio-Management-Statistical-Arbitrage/dp/1119821320/ref=sr_1_101?keywords=data+analysis&qid=1671164661&sr=8-101,"Wiley; 1st edition (August 31, 2021)"
"The Esri Guide to GIS Analysis, Volume 2: Spatial Measurements and Statistics",4.7,https://www.amazon.com/Esri-Guide-GIS-Analysis-Measurements/dp/1589486080/ref=sr_1_80?keywords=data+analysis&qid=1671164651&sr=8-80,"Esri Press; Second edition (January 5, 2021)"
Regression Analysis: An Intuitive Guide for Using and Interpreting Linear Models,4.5,https://www.amazon.com/Regression-Analysis-Intuitive-Interpreting-Linear/dp/1735431184/ref=sr_1_79?keywords=data+analysis&qid=1671164651&sr=8-79,"Statistics By Jim Publishing (October 16, 2020)"
Business Analytics: Data Analysis & Decision Making (MindTap Course List),4.5,https://www.amazon.com/Business-Analytics-Analysis-Decision-MindTap/dp/0357109953/ref=sr_1_78?keywords=data+analysis&qid=1671164651&sr=8-78,"Cengage Learning; 7th edition (April 2, 2019)"
"Data Analysis with IBM SPSS Statistics: Implementing Data Modeling, Descriptive Statistics and ANOVA",3.8,https://www.amazon.com/Data-Analysis-IBM-SPSS-Statistics-ebook/dp/B0728K1C3F/ref=sr_1_75?keywords=data+analysis&qid=1671164651&sr=8-75,"Packt Publishing; 1st edition (September 22, 2017)"
